okres_id;okres_full;rok;3 roky;4 roky;5 rokov;6 rokov;spolu_3-6 rokov
805;Okres Košice IV;2012;630,5;597,5;575,5;553;2356,5
805;Okres Košice IV;2013;619,5;627,5;596;573,5;2416,5
805;Okres Košice IV;2014;610,5;620;626;598;2454,5
805;Okres Košice IV;2015;604,5;611,5;626,5;629;2471,5
805;Okres Košice IV;2016;566,5;602,5;613;624,5;2406,5
805;Okres Košice IV;2017;552,5;563,5;597,5;606,5;2320
805;Okres Košice IV;2018;566;551;561,5;597;2275,5
805;Okres Košice IV;2019;568,5;562,5;549;565;2245
805;Okres Košice IV;2020;553,5;560,5;558,5;544,5;2217
805;Okres Košice IV;2021;534,5;553,5;564;545,5;2197,5
806;Okres Košice - okolie;2000;1424;1356;1408;1537;5725
806;Okres Košice - okolie;2001;1499;1458;1417;1475;5849
806;Okres Košice - okolie;2002;1488;1511;1465;1419;5883
806;Okres Košice - okolie;2003;1468;1498;1515;1475;5956
806;Okres Košice - okolie;2004;1395;1469;1504;1516;5884
806;Okres Košice - okolie;2005;1393;1402;1477;1502;5774
806;Okres Košice - okolie;2006;1434;1396;1408;1478;5716
806;Okres Košice - okolie;2007;1456;1438;1401;1413;5708
806;Okres Košice - okolie;2008;1474;1467;1446;1407;5794
806;Okres Košice - okolie;2009;1515;1482;1477;1452;5926
806;Okres Košice - okolie;2010;1552;1522;1493;1483;6050
806;Okres Košice - okolie;2011;1616;1636,5;1626,5;1597;6476
806;Okres Košice - okolie;2012;1733,5;1630;1646;1639,5;6649
806;Okres Košice - okolie;2013;1684;1733,5;1640;1651,5;6709
806;Okres Košice - okolie;2014;1645,5;1699,5;1749;1657,5;6751,5
806;Okres Košice - okolie;2015;1709;1670,5;1712,5;1767;6859
806;Okres Košice - okolie;2016;1660,5;1731,5;1693;1736;6821
806;Okres Košice - okolie;2017;1632;1680;1756;1716;6784
806;Okres Košice - okolie;2018;1616,5;1652,5;1705;1777;6751
806;Okres Košice - okolie;2019;1699,5;1640;1675,5;1723;6738
806;Okres Košice - okolie;2020;1801;1726,5;1659;1691,5;6878
806;Okres Košice - okolie;2021;1832,5;1841,5;1778,5;1699;7151,5
807;Okres Michalovce;2000;1351;1347;1402;1533;5633
807;Okres Michalovce;2001;1314;1330;1338;1395;5377
807;Okres Michalovce;2002;1354;1323;1332;1339;5348
807;Okres Michalovce;2003;1360;1355;1327;1339;5381
807;Okres Michalovce;2004;1285;1359;1357;1330;5331
807;Okres Michalovce;2005;1214;1289;1358;1354;5215
807;Okres Michalovce;2006;1222;1220;1288;1354;5084
807;Okres Michalovce;2007;1268;1222;1220;1283;4993
807;Okres Michalovce;2008;1271;1266;1222;1216;4975
807;Okres Michalovce;2009;1239;1270;1264;1220;4993
807;Okres Michalovce;2010;1225;1242;1266;1261;4994
807;Okres Michalovce;2011;1302,5;1267,5;1288,5;1290;5148,5
807;Okres Michalovce;2012;1357,5;1306;1272;1282,5;5218
807;Okres Michalovce;2013;1313,5;1364,5;1308,5;1271,5;5258
807;Okres Michalovce;2014;1326,5;1321;1370,5;1314;5332
807;Okres Michalovce;2015;1288,5;1327,5;1325,5;1373,5;5315
807;Okres Michalovce;2016;1153;1291,5;1329,5;1332,5;5106,5
807;Okres Michalovce;2017;1109,5;1160;1293,5;1340,5;4903,5
807;Okres Michalovce;2018;1143;1110,5;1164,5;1292;4710
807;Okres Michalovce;2019;1186,5;1147;1115;1156,5;4605
807;Okres Michalovce;2020;1165;1196;1151;1116,5;4628,5
807;Okres Michalovce;2021;1176;1181;1223;1192,5;4772,5
808;Okres Rožňava;2000;743;737;720;770;2970
808;Okres Rožňava;2001;738;737;740;722;2937
808;Okres Rožňava;2002;754;737;738;742;2971
808;Okres Rožňava;2003;752;755;737;740;2984
808;Okres Rožňava;2004;734;754;757;740;2985
808;Okres Rožňava;2005;701;733;757;762;2953
808;Okres Rožňava;2006;656;695;732;763;2846
808;Okres Rožňava;2007;631;653;695;734;2713
808;Okres Rožňava;2008;649;630;653;697;2629
808;Okres Rožňava;2009;666;646;629;654;2595
808;Okres Rožňava;2010;662;664;644;627;2597
808;Okres Rožňava;2011;692;715;707,5;695;2809,5
808;Okres Rožňava;2012;720,5;692;715,5;710,5;2838,5
808;Okres Rožňava;2013;751,5;719;692;715,5;2878
808;Okres Rožňava;2014;740,5;751,5;715;691;2898
808;Okres Rožňava;2015;700;739,5;745,5;711;2896
808;Okres Rožňava;2016;650,5;697,5;737;743,5;2828,5
808;Okres Rožňava;2017;633;647,5;697,5;737;2715
808;Okres Rožňava;2018;638,5;632;647;696,5;2614
808;Okres Rožňava;2019;673;643,5;630,5;643,5;2590,5
808;Okres Rožňava;2020;681;678,5;638,5;629,5;2627,5
808;Okres Rožňava;2021;695,5;689;687,5;654;2726
809;Okres Sobrance;2000;253;260;290;327;1130
809;Okres Sobrance;2001;258;265;280;311;1114
809;Okres Sobrance;2002;257;258;267;282;1064
809;Okres Sobrance;2003;263;257;256;265;1041
809;Okres Sobrance;2004;247;262;256;256;1021
809;Okres Sobrance;2005;225;247;263;256;991
809;Okres Sobrance;2006;212;225;249;262;948
809;Okres Sobrance;2007;205;213;225;248;891
809;Okres Sobrance;2008;229;206;214;226;875
809;Okres Sobrance;2009;233;231;209;216;889
809;Okres Sobrance;2010;212;232;236;212;892
809;Okres Sobrance;2011;231,5;227,5;247,5;241,5;948
809;Okres Sobrance;2012;231,5;235;226,5;249;942
809;Okres Sobrance;2013;215,5;229,5;232;227;904
809;Okres Sobrance;2014;228;215;228;230;901
809;Okres Sobrance;2015;227;227;217,5;225;896,5
809;Okres Sobrance;2016;215,5;228,5;230,5;215,5;890
809;Okres Sobrance;2017;215,5;219;230;230;894,5
809;Okres Sobrance;2018;211;221,5;220;231,5;884
809;Okres Sobrance;2019;227;216,5;223;222;888,5
809;Okres Sobrance;2020;247,5;231;215;223,5;917
809;Okres Sobrance;2021;237;257,5;234,5;218;947
